txn_id,amount_deviation,new_device,new_location,odd_hour,velocity,is_fraud
t123,-0.014250632261848077,0,0,0,1,0
t152,-0.11425391438170286,0,0,0,1,0
t145,-0.018648406579441095,0,0,0,1,0
t679,1.0828640790946713,1,0,0,1,0
t554,0.254528623184265,0,0,0,1,0
t582,-0.04825150814386313,0,0,0,1,0
t415,-0.02454798726404364,0,0,0,1,0
t36,6.642832551534192,1,1,0,1,1
t577,0.11397202891696512,0,0,0,1,0
t509,0.09289934120196014,0,0,0,1,0
t315,6.510086947385011,1,1,0,1,1
t996,-0.2492489952365877,1,1,0,1,0
t550,0.02889133946179943,0,0,0,1,0
t6,0.21319295554509687,0,0,0,1,0
t576,-0.18609152430079032,0,0,0,1,0
t313,0.08432226040473469,0,0,0,1,0
t919,-0.050591319731046684,0,0,0,1,0
t604,-0.23814021308677574,0,0,0,1,0
t537,0.2667578527601451,0,0,0,1,0
t90,-0.1874504355523862,0,0,0,1,0
t799,0.22330592784472733,0,1,0,1,0
t995,0.2684735525106238,0,0,0,1,0
t861,-0.22354032863949272,0,0,0,1,0
t226,-0.027941766402284376,0,0,0,1,0
t191,1.527522219301554,1,1,0,1,1
t745,0.03985798517120596,0,0,0,1,0
t396,0.19430604306090565,0,0,0,1,0
t50,-0.02674958000050145,0,0,0,1,0
t414,0.15085847463063143,0,0,0,1,0
t808,0.10023237657299873,0,0,0,1,0
t236,0.2833736978478135,0,0,0,1,0
t327,0.283535489724814,0,0,0,1,0
t489,-0.07039604466299589,0,0,0,1,0
t890,-0.21939674778257906,0,0,0,1,0
t608,-0.24832893392370567,0,0,0,1,0
t646,0.5352225856609625,1,1,0,1,0
t668,5.677984354960301,1,1,1,1,1
t722,0.19175327205146822,0,0,1,1,0
t942,0.08663427645994098,0,0,1,1,0
t904,-0.2225178814713896,0,0,1,1,0
t813,1.5858014306290167,1,0,1,1,1
t322,0.0012246840463222386,0,0,1,1,0
t913,5.109149191602068,1,1,1,1,1
t89,2.5443611674455515,1,0,0,1,1
t493,0.2521138035324546,0,0,0,1,0
t467,0.04409105382364786,0,0,0,1,0
t356,-0.25548421278367156,0,0,0,1,0
t725,0.011836855725684794,0,0,0,1,0
t307,0.05373961835630467,1,0,0,1,0
t666,0.07631325310384507,0,0,0,1,0
t401,0.09748987854251012,0,0,0,1,0
t724,-0.19149091940716464,0,0,0,1,0
t4,-0.08461114763419283,0,0,0,1,0
t601,0.5175871185064723,0,0,0,1,0
t757,-0.11010837158676819,0,1,0,1,0
t115,-0.21613305051895276,0,0,0,1,0
t402,-0.13037632592392392,0,0,0,1,0
t442,-0.19956242512977496,0,0,0,1,0
t685,0.08942204011214154,0,0,0,1,0
t569,0.7059813968487245,0,0,0,1,0
t633,0.003354559927223126,0,0,0,1,0
t893,-0.2288463370486806,0,0,0,1,0
t909,-0.06386935165175253,0,0,0,1,0
t590,0.04281959584643893,0,0,0,1,0
t360,-0.2845628019861504,0,0,0,1,0
t519,0.1291193493410728,0,0,0,1,0
t329,-0.15793717861620632,0,0,0,1,0
t141,-0.1540114021317029,0,0,0,1,0
t406,0.21074618929938452,0,0,0,1,0
t182,0.29107934780816724,0,0,0,1,0
t251,0.014631001986099366,0,0,0,1,0
t472,-0.24408654727706133,1,0,0,1,0
t843,0.02506564452358678,0,0,0,1,0
t499,0.28756385172650833,0,0,0,1,0
t174,-0.25195770220062874,0,0,0,1,0
t716,0.19130513142995953,0,0,0,1,0
t98,0.001375780259655973,0,0,0,1,0
t497,-0.1047385469028194,0,0,0,1,0
t756,-0.19490825513602805,0,0,0,1,0
t664,0.12404432103323015,0,0,0,1,0
t674,1.2222083088511515,1,1,1,1,1
t397,-0.09435723635478079,0,0,1,1,0
t773,6.16438280503499,0,1,1,1,1
t695,-0.07625130317305927,0,0,1,1,0
t188,-0.19728058914938174,1,0,0,1,0
t319,-0.1469336360089384,0,0,0,1,0
t673,-0.02535541735521555,0,0,0,1,0
t271,0.08000256242478604,0,0,0,1,0
t860,0.03107133322584146,0,0,0,1,0
t225,-0.10313023542897455,0,0,0,1,0
t999,0.10471423302091114,0,0,0,1,0
t689,-0.002201893078102661,0,0,0,1,0
t435,0.05038766138692946,0,0,0,1,0
t235,0.2914161205323965,0,0,0,1,0
t14,-0.02776425436648251,0,0,0,1,0
t279,-0.10140556864265872,0,0,0,1,0
t931,0.2629653101148982,0,0,0,1,0
t971,0.04629525598018286,0,0,0,1,0
t316,5.059747147741362,1,1,0,1,1
t510,-0.2828613246808211,0,0,0,1,0
t557,0.117042231877174,0,1,0,1,0
t292,0.06968953365472054,0,0,0,1,0
t110,-0.179522213883763,0,0,0,1,0
t692,0.23896874611325306,0,0,0,1,0
t776,0.28083412996598545,0,0,0,1,0
t737,0.004010050084027967,0,1,0,1,0
t128,0.1120917720815455,0,0,0,1,0
t142,-0.25417609476906694,0,0,0,1,0
t649,0.6664960152215715,0,0,0,1,0
t765,-0.15023948711390164,0,0,0,1,0
t26,-0.07261642659452505,0,0,0,1,0
t854,0.9946783244535924,1,0,0,1,0
t213,-0.2968904637353315,1,0,0,1,0
t162,-0.27701918587848207,0,0,0,1,0
t455,0.10774813308558003,0,0,0,1,0
t736,-0.11252391974521858,0,0,0,1,0
t607,-0.25725078152136155,0,0,0,1,0
t460,-0.19251262801214308,0,1,0,1,0
t143,-0.14641942822944917,0,0,0,1,0
t443,0.022654144713027364,1,0,1,1,0
t103,0.6918709522964334,0,0,1,1,0
t491,-0.014067087640268683,0,0,1,2,0
t857,-0.033251591215937036,0,0,1,1,0
t767,-0.06390499628561663,0,0,0,1,0
t353,2.12202026363697,1,0,0,1,1
t598,0.04643971531746311,1,0,0,1,0
t34,0.13056461166426803,0,0,0,1,0
t970,0.12065898855852557,0,0,0,1,0
t558,5.629725296072985,1,1,0,1,1
t523,-0.016306002989620184,0,0,0,1,0
t83,-0.04492014897108938,0,1,0,1,0
t306,0.07684885434642963,0,0,0,1,0
t788,1.559114671351288,0,1,0,1,1
t545,0.14055887879961557,0,0,0,1,0
t216,0.2619658856835548,1,0,0,1,0
t452,0.13535332354791352,0,0,0,1,0
t285,-0.007997780962507596,1,0,0,1,0
t119,0.08502258155363544,0,0,0,1,0
t347,0.251268627995708,0,0,0,1,0
t809,0.034102520435967267,0,0,0,1,0
t392,0.6130821926386053,0,0,0,1,0
t889,-0.028748270847373525,0,0,0,1,0
t647,0.06618024326200468,0,0,0,1,0
t241,0.277249056291847,1,1,0,1,0
t44,-0.1471662354978427,0,1,0,1,0
t63,0.20353707888789602,0,0,0,1,0
t483,0.2103447664313837,0,0,0,1,0
t929,0.023586520958119802,0,0,0,1,0
t211,-0.17875583500047643,1,0,0,1,0
t498,-0.000742453132645902,0,0,0,1,0
t468,0.009986026191225733,1,0,0,1,0
t76,-0.11864075243285543,0,0,0,1,0
t670,0.4787359794058159,0,0,0,1,0
t764,0.07809520738181716,0,0,0,1,0
t48,0.006702045887692042,1,0,0,1,0
t336,0.2414984112938905,0,1,0,1,0
t485,0.01065066209393166,0,0,0,1,0
t983,-0.21499973348021534,0,0,0,1,0
t806,0.052595491926921194,1,0,0,1,0
t137,0.1604094660365379,0,0,0,1,0
t718,0.543481264756595,0,0,0,1,0
t802,-0.12310167032903901,0,0,0,1,0
t877,0.08433281004709578,0,0,0,1,0
t880,0.8017573304373582,0,0,0,1,0
t729,2.70110723275919,1,1,0,1,1
t394,5.249286087760931,0,0,0,1,1
t974,3.0781915478503095,1,0,1,1,1
t310,-0.00024414459870762423,0,1,1,1,0
t959,0.09956011458710812,0,0,1,1,0
t780,1.5631060756720814,1,0,0,1,1
t220,-0.2959022101675036,0,0,0,1,0
t399,0.1627503643940252,0,0,0,1,0
t464,0.00982394056159577,0,0,0,1,0
t325,-0.20965999545144418,0,0,0,1,0
t584,-0.16987591301280058,0,0,0,1,0
t507,0.09721388270956717,0,0,0,1,0
t868,0.26612951872118584,0,0,0,1,0
t882,0.6868993863610048,1,0,0,1,0
t524,-0.011264746501605654,0,0,0,1,0
t555,0.26936543817589975,0,0,0,1,0
t362,-0.03615574396673722,0,0,0,1,0
t55,-0.13697178689424663,0,0,0,1,0
t543,-0.1711078010715636,0,1,0,1,0
t284,-0.1167737489162091,0,0,0,2,0
t847,1.3564975873648055,0,0,0,1,0
t108,0.06423837529539275,0,0,0,1,0
t330,-0.25518836083703167,0,0,0,1,0
t104,-0.024257638495699042,0,0,0,1,0
t640,0.09260636760990236,0,0,0,1,0
t755,0.059892965589297666,0,0,0,1,0
t334,-0.24316424884693968,0,0,0,1,0
t845,-0.07468403557025462,0,0,0,1,0
t112,0.21608650432579726,1,0,0,1,0
t388,-0.08682859266265784,0,0,0,1,0
t386,0.11178879172101172,0,1,0,1,0
t707,0.20582215146690935,1,0,0,1,0
t825,0.0761929194458697,0,0,0,1,0
t611,-0.2137662228803734,0,0,0,1,0
t20,1.1013747187966176,0,0,0,1,0
t127,-0.05171234815785922,0,0,0,1,0
t841,0.1978138994246134,0,0,0,1,0
t377,-0.07652037894365038,0,0,0,1,0
t492,0.14125841986585663,0,0,0,1,0
t538,0.042016114027588515,0,0,0,1,0
t502,-0.08342371964100152,1,0,0,1,0
t774,-0.25616561218719075,0,1,0,1,0
t339,0.08836478979926779,0,0,0,1,0
t866,-0.18187465312959844,0,0,0,1,0
t54,0.2039178933327383,0,0,0,1,0
t672,-0.25588042036691405,0,0,0,1,0
t288,3.994456002601565,1,1,0,1,1
t177,0.16710808150978337,0,0,0,1,0
t752,0.17380120178344827,0,0,0,1,0
t989,-0.07281979138378535,1,0,0,1,0
t318,0.12739576924897084,0,0,0,1,0
t208,-0.1325981243487322,1,0,0,2,0
t164,0.57985230844007,0,0,0,1,0
t600,-0.05167778213042206,0,0,1,1,0
t693,-0.02644079030425451,1,0,1,1,0
t372,-0.11342288272839864,0,0,1,1,0
t324,0.1437465240895422,0,1,1,1,0
t186,-0.20120761774524396,0,0,1,1,0
t680,-0.20291660476119716,0,0,1,1,0
t662,1.4180407095747103,1,1,1,1,1
t949,5.386691225495134,1,1,0,1,1
t5,5.89113267233597,1,1,0,1,1
t513,-0.2936677841591368,0,0,0,1,0
t895,0.19338382078012611,0,0,0,1,0
t793,0.20492391593925802,0,0,0,1,0
t8,0.29371291503598035,0,0,0,1,0
t154,0.20665726532720838,0,0,0,1,0
t892,0.08721136452310849,0,0,0,1,0
t403,-0.20377250643040876,1,0,0,1,0
t703,-0.20172616942327773,0,0,0,1,0
t711,-0.0832989690721649,1,0,0,1,0
t686,0.0021393903269754672,0,0,0,1,0
t24,-0.022422416230736604,0,0,0,1,0
t262,-0.23866124181499473,0,0,0,1,0
t744,0.2977384716626809,0,0,0,1,0
t470,-0.19936754660182932,1,0,0,1,0
t851,-0.27270787856623124,0,0,0,1,0
t669,-0.17424591483875776,0,0,0,1,0
t101,0.29845475158235324,0,0,0,1,0
t43,-0.27704518221759605,0,0,0,1,0
t93,0.005319470014788847,0,1,0,1,0
t486,-0.16422480016031707,0,0,0,1,0
t782,-0.19161229988198883,0,0,0,1,0
t385,-0.14434709553528574,0,0,0,1,0
t750,0.08762446451314107,0,0,0,1,0
t302,0.13559446424826999,0,0,0,1,0
t91,-0.03712997203457062,0,1,0,1,0
t605,-0.13400527291763906,0,0,0,1,0
t852,0.22696869753264184,0,0,0,1,0
t405,0.7763755553997024,0,0,0,1,0
t3,1.4472874968526461,0,0,0,1,0
t234,-0.15950391596598676,0,0,0,1,0
t627,-0.053497033202878394,0,1,0,1,0
t222,-0.07947358112111948,1,0,0,1,0
t66,0.2101743126814532,0,1,0,1,0
t585,0.0718618899586515,0,0,0,1,0
t259,5.593063101135953,1,1,0,1,1
t84,0.057027035832134775,1,0,0,1,0
t102,1.5552987516072854,0,0,0,1,0
t883,-0.02627809018794505,0,0,0,1,0
t903,0.6876802890299151,0,0,0,1,0
t587,0.0666514754471916,0,0,0,2,0
t702,-0.09304720233769843,0,0,0,1,0
t81,0.09625616878896774,0,0,0,1,0
t21,0.10138649463275341,0,1,0,1,0
t905,-0.040678451772174225,0,0,1,1,0
t844,1.6794749163399256,0,1,1,1,1
t358,1.8360792233091832,1,1,1,1,1
t245,-0.16198985448754039,0,0,1,1,0
t699,-0.2669802568401178,0,0,1,1,0
t837,-0.24640985986617842,0,0,1,1,0
t541,0.06504898349523906,0,0,1,1,0
t297,0.04917185848347968,0,0,1,1,0
t157,0.2793586311473875,1,0,1,1,0
t938,0.0846285735183706,0,0,1,1,0
t777,0.12615135514946613,0,0,1,1,0
t609,0.19046575411088434,0,0,1,1,0
t440,-0.07117639906246973,0,0,0,1,0
t199,0.03469810119254357,0,0,0,1,0
t525,-0.2909559517407231,0,0,0,1,0
t61,-0.09749979343964314,0,1,0,1,0
t872,0.09055357022452969,0,0,0,1,0
t293,0.28739987664722305,0,1,0,1,0
t579,0.11503032392534195,0,0,0,1,0
t717,-0.19668002695704614,0,0,0,1,0
t269,-0.07436689791918218,0,0,0,1,0
t955,-0.04325045605026679,1,0,0,1,0
t682,0.01855768314756599,0,0,0,1,0
t71,-0.13220200119859504,0,0,0,1,0
t779,0.14212186776213567,1,0,0,1,0
t37,-0.08121003096971402,1,0,0,1,0
t65,0.04547893605301967,0,1,0,1,0
t96,-0.10053255272624681,0,1,0,1,0
t865,-0.2969038292462449,0,0,0,1,0
t594,4.142704032208199,1,0,0,1,1
t444,0.17414486381310673,0,0,0,1,0
t494,-0.004591727322039012,0,0,0,1,0
t207,0.027764733362693323,0,0,0,1,0
t425,0.28229478503685446,0,0,0,1,0
t969,-0.04653663031792362,0,0,0,1,0
t739,0.2951660939289805,0,0,0,1,0
t735,0.21172515566339484,0,0,0,1,0
t125,0.8024953002518356,0,0,0,1,0
t140,1.6171748759783449,0,1,0,1,1
t683,1.4675108017282763,0,0,0,1,0
t963,-0.2628679372094562,0,1,0,1,0
t88,-0.10736013190811913,0,0,0,1,0
t151,-0.2511002792106384,1,1,0,1,0
t835,0.36024251317173855,0,0,0,1,0
t437,0.015237361496771167,0,0,0,1,0
t105,0.2925896236466397,1,0,0,1,0
t960,0.22316412361401383,0,0,0,1,0
t258,-0.2677843841487339,0,0,0,1,0
t466,0.1321543885602776,0,0,0,2,0
t205,3.222073872903407,1,1,0,1,1
t630,0.0678211187134089,0,0,0,1,0
t591,-0.14420256943784304,0,1,0,1,0
t201,-0.20249437449131047,0,0,0,1,0
t231,0.19401529170432213,0,0,1,1,0
t113,0.103696700800619,0,0,1,1,0
t195,3.7853890478301166,0,1,1,1,1
t229,-0.03087527618284918,0,0,1,1,0
t901,-0.2617759627103423,0,0,1,1,0
t651,0.27249297743963125,0,0,1,1,0
t504,0.06820155418494354,1,0,1,1,0
t333,0.6027853498287551,0,0,1,1,0
t521,-0.2571703840463742,0,0,0,1,0
t131,-0.23106840079494856,0,0,0,1,0
t134,-0.11301850428911538,1,0,0,1,0
t544,1.5146951358369618,1,1,0,1,1
t876,0.28216355335187543,0,0,0,1,0
t758,1.5964870455421938,0,0,0,1,0
t257,0.10622313224538026,0,0,0,1,0
t988,0.2455467946701627,0,0,0,1,0
t951,0.09904632493832105,0,0,0,1,0
t267,0.18244576366415954,0,0,0,1,0
t237,-0.18967374194296702,0,0,0,1,0
t684,-0.08013956819496736,0,0,0,1,0
t408,0.11394257070520739,0,0,0,1,0
t564,0.012435706174433835,0,0,0,1,0
t743,0.28165605278904726,0,1,0,1,0
t946,-0.18815749593585543,0,0,0,1,0
t759,-0.11443836442759277,0,0,0,1,0
t619,0.06934403103509089,0,0,0,1,0
t441,0.008582047527874809,0,0,0,1,0
t570,-0.25231558094580264,0,0,0,1,0
t106,0.04315279991957144,1,0,0,1,0
t253,-0.07370180618270242,0,0,0,1,0
t726,-0.12983596557278612,0,1,0,1,0
t67,-0.25862441726910346,0,0,0,1,0
t314,0.05186340847736908,0,0,0,1,0
t122,0.1739919475340002,0,0,0,1,0
t156,4.89636098473624,1,0,0,1,1
t706,-0.12631842569136084,0,0,0,1,0
t410,0.06681537772381131,0,0,0,1,0
t918,0.48683878298194677,0,0,1,1,0
t482,0.06837862686822471,0,0,1,1,0
t849,0.2768142760826843,0,0,1,1,0
t290,-0.23855132628854858,0,0,1,1,0
t56,2.6507281638985867,1,1,1,1,1
t677,0.04767944519683527,0,0,0,1,0
t32,0.20024457606814858,0,1,0,1,0
t940,0.14139878850189955,0,0,0,1,0
t400,-0.03340989837230444,0,0,0,1,0
t891,-0.029307533608412102,0,0,0,2,0
t817,0.2508110532023447,1,0,0,1,0
t72,-0.006854266603607852,0,0,0,1,0
t338,-0.19631521201103116,0,0,0,1,0
t232,0.06895491338069148,0,0,0,1,0
t794,-0.052188058600436904,0,0,0,1,0
t943,-0.14827702385489333,1,0,0,1,0
t681,-0.18903074106804693,0,0,0,1,0
t252,-0.024597666893732984,0,0,0,1,0
t335,-0.0766527762135375,0,0,0,1,0
t331,-0.22755783694785062,0,0,0,1,0
t914,-0.21584588122696122,0,0,0,1,0
t812,0.17938592161121542,0,1,0,1,0
t354,0.2814607948442535,0,0,0,1,0
t161,0.0012047078260830977,1,0,0,1,0
t926,0.1543470974454723,0,0,0,1,0
t791,0.0784106271674602,0,1,0,1,0
t539,0.22969123846416772,0,0,0,1,0
t746,0.09807573620172819,0,0,0,1,0
t771,0.2138058122310785,1,0,0,1,0
t714,-0.0958102019809999,0,0,0,1,0
t126,-0.24049292722492124,0,0,0,1,0
t411,0.8887751876071149,0,0,0,1,0
t932,0.13498918171177243,0,0,0,1,0
t287,0.12608475095827015,0,0,0,1,0
t10,0.23081342461818347,0,0,0,1,0
t568,0.2767168359974211,0,0,0,1,0
t935,0.21242703500181737,1,0,0,1,0
t631,-0.08825109483449167,0,0,0,1,0
t298,-0.16930309821190706,0,0,0,1,0
t920,-0.2275166440293024,0,0,0,1,0
t652,-0.26688526927326517,0,0,0,1,0
t778,-0.1302457799803778,0,0,0,1,0
t184,1.6037211853849758,0,0,0,1,0
t552,-0.10595320287894974,0,0,0,1,0
t829,0.23310454232986103,0,0,0,1,0
t99,0.22256064565005645,0,0,0,1,0
t871,-0.16013316799654942,0,0,0,1,0
t73,0.1150720806963788,0,0,0,1,0
t133,-0.25824531925108024,1,0,0,1,0
t248,-0.2175040647532872,0,0,0,1,0
t528,1.011307891625368,0,0,0,1,0
t47,0.7497567098712328,0,0,0,1,0
t176,-0.08201302453358231,0,1,0,1,0
t172,0.14598765134804506,0,1,0,1,0
t617,-0.2582340651687865,0,0,0,1,0
t727,0.6987138959137497,0,0,0,1,0
t785,5.899545217958592,1,0,1,1,1
t589,1.3745483119160127,1,1,1,1,1
t243,-0.2408379957490207,0,0,1,1,0
t933,0.2806364726539854,0,0,1,1,0
t973,0.7659623528007531,0,0,1,1,0
t228,-0.2809585609513174,0,0,1,1,0
t364,0.043631513765837814,0,0,0,1,0
t481,0.2555163057390057,0,0,0,1,0
t965,-0.2115441133251044,0,0,0,1,0
t283,0.07041798925310418,0,0,0,1,0
t87,0.24964292532970506,0,0,0,1,0
t603,-0.06744558991981668,0,0,0,1,0
t465,0.559103672762325,0,0,0,1,0
t688,-0.24761608544920768,0,1,0,1,0
t850,2.276471530435839,1,0,0,1,1
t848,-0.24965283224970505,0,1,0,1,0
t941,0.2665599404167992,0,0,0,1,0
t921,-0.16794326556968228,0,0,0,1,0
t218,0.08896900028908125,0,0,0,1,0
t936,-0.13006553486597427,0,0,0,1,0
t957,-0.19916853782708266,0,0,0,1,0
t917,0.49265855625284855,0,1,0,1,0
t826,-0.09661085819815138,0,0,0,1,0
t193,-0.15124798919250304,0,0,0,1,0
t462,1.401290453347747,0,1,0,1,0
t636,0.13559934088279632,0,0,0,2,0
t383,-0.2616972096368656,0,0,0,1,0
t696,0.2566865845275237,1,1,0,1,0
t907,0.5287686029764761,0,1,0,1,0
t542,0.944806332363267,0,0,0,1,0
t304,-0.2575059890117772,0,0,0,1,0
t874,0.13476844676771127,0,0,0,1,0
t690,0.8651587488053065,0,0,0,1,0
t526,0.11304244948180393,0,0,0,1,0
t597,0.17039154122553296,0,0,0,1,0
t906,0.38432845622422446,0,0,0,2,0
t637,3.091841874113419,1,1,0,1,1
t514,-0.12023485007339063,0,0,0,1,0
t276,-0.23727024092024296,1,0,0,1,0
t272,0.04934486835839902,1,0,0,1,0
t704,0.29302983396339677,0,1,0,1,0
t376,-0.26966496965385395,0,0,0,1,0
t530,-0.12259590186960947,0,0,0,1,0
t540,0.26011283798169044,0,1,0,1,0
t337,0.8291448337881696,0,1,0,1,1
t934,-0.03517475006196805,0,0,0,1,0
t561,0.03641363771909476,0,1,0,1,0
t286,0.07164400596346346,1,0,0,1,0
t592,-0.004496109338640197,0,0,1,1,0
t629,0.23395145069297107,0,0,1,1,0
t75,-0.13409917253893427,0,0,1,1,0
t173,-0.1399673574360749,0,0,1,1,0
t459,-0.24566625105578566,0,0,1,1,0
t571,-0.01569187855969985,0,0,1,1,0
t431,0.17058534232453446,0,0,1,1,0
t658,0.09229889144853824,1,0,0,1,0
t85,-0.03734406516962752,0,0,0,1,0
t595,0.0299950610746491,0,0,0,1,0
t27,-0.2071227677196697,1,0,0,1,0
t180,-0.1798885853868672,0,0,0,1,0
t247,-0.1895713328456295,1,0,0,1,0
t728,0.09512889298107098,0,0,0,1,0
t423,0.16864858640422933,0,0,0,1,0
t532,0.15943673961621674,0,0,0,1,0
t602,0.13946550426464205,0,0,0,1,0
t95,0.7276856251990075,0,0,0,1,0
t365,0.1802688430148823,0,0,0,1,0
t206,-0.1755946971649309,0,0,0,1,0
t560,0.2859679570238243,0,0,0,1,0
t246,0.27990410218991946,0,0,0,1,0
t814,0.13952960089466696,0,0,0,1,0
t179,0.01065066209393166,0,0,0,1,0
t831,0.12669062211081125,0,0,0,1,0
t375,-0.05796933553612439,0,0,0,1,0
t930,-0.10701671576685819,0,0,0,1,0
t346,0.3885745963156698,0,0,0,1,0
t309,-0.18681116322076854,0,0,0,1,0
t551,-0.06280877221711362,0,1,0,1,0
t731,0.0068474687291370856,0,0,0,2,0
t864,-0.020048622570446026,0,0,0,3,0
t42,-0.06019430426179947,0,1,0,1,0
t842,1.1981285010352631,0,0,0,1,0
t966,0.2941998954331133,1,0,0,1,0
t382,0.2996578965930732,0,0,0,1,0
t613,-0.23823963148912192,0,0,0,1,0
t770,-0.22889223905643513,0,0,0,1,0
t149,0.013649660094684163,0,0,0,1,0
t742,-0.23996607967229233,0,0,0,1,0
t265,-0.21244319525072894,0,0,0,1,0
t701,0.2660403620147017,0,0,0,1,0
t676,0.2173201443804591,0,0,0,1,0
t790,-0.03273454494421456,0,0,0,1,0
t911,0.1599244441496335,0,0,0,1,0
t747,0.217626262503376,0,1,0,1,0
t846,-0.06897176667081258,0,0,0,1,0
t567,6.66590927000972,1,0,1,1,1
t62,0.8385569733023721,0,1,1,1,1
t638,1.6265029905022144,0,0,1,1,0
t18,-0.20092239442573584,0,1,1,1,0
t623,-0.06924241983701758,0,0,1,1,0
t38,0.23048530952311017,0,0,1,1,0
t700,6.021435992260549,1,0,1,1,1
t198,-0.13216430748800279,0,0,1,1,0
t230,-0.06416590927869126,1,0,1,1,0
t488,-0.00982288327114104,0,0,0,1,0
t138,0.12220242008661017,0,0,0,1,0
t391,0.2357119956802728,0,0,0,1,0
t501,0.906833523275182,0,0,0,1,0
t264,0.24312523450454476,0,0,0,1,0
t748,0.1853580580277189,1,0,0,1,0
t823,-0.12964424462446353,0,0,0,1,0
t449,0.49187398440550734,0,0,0,1,0
t70,0.06619966236309788,0,0,0,1,0
t25,0.20161805407707048,1,0,0,1,0
t897,0.1545735226701573,0,0,0,1,0
t515,-0.03773680632362933,0,0,0,1,0
t79,0.26947503547057644,0,0,0,1,0
t31,1.1401086087017465,0,1,0,1,0
t487,-0.2565675799569801,1,1,0,1,0
t463,-0.19569213871164418,0,0,0,1,0
t981,-0.1970375204358747,0,0,0,1,0
t16,0.2510966087815382,0,0,0,1,0
t458,0.23639191290824257,0,0,0,1,0
t190,-0.12619320535172476,0,0,0,1,0
t238,-0.0523934980364865,0,0,0,1,0
t52,-0.1504793812595787,0,0,0,1,0
t242,-0.10703209340347329,0,0,0,1,0
t478,-0.010517927029415421,0,0,0,1,0
t512,-0.1142056301974216,0,0,0,1,0
t209,0.2602189041280995,0,0,0,1,0
t58,0.17992041084013233,0,0,0,1,0
t263,-0.24416351454741766,0,0,0,1,0
t244,0.21844973932526188,0,0,0,1,0
t734,-0.09382654860508788,0,1,0,1,0
t428,0.2656042229117137,0,0,0,1,0
t299,0.21145407587573023,0,0,0,1,0
t517,0.1852893239417824,0,0,0,1,0
t915,0.14486805728505026,0,0,0,1,0
t183,-0.2221366603321491,0,0,0,1,0
t626,0.19203581975802603,0,0,0,1,0
t804,-0.28858859577727775,0,0,0,1,0
t413,0.23523641315454885,0,1,0,1,0
t858,0.07514770748221807,0,1,1,1,0
t980,1.8404937791601867,1,0,1,1,1
t303,1.9702372210963277,1,1,1,1,1
t709,-0.011708204053672832,0,0,1,1,0
t424,0.22961753503257393,0,1,1,1,0
t922,-0.00025227308561518797,0,0,1,1,0
t359,4.0728064356487765,1,1,1,1,1
t900,-0.2860541117360664,1,1,1,1,0
t987,2.10873418495202,1,1,0,1,1
t289,-0.23147515575450445,0,0,0,1,0
t549,0.002840340459601416,0,0,0,1,0
t351,2.5684096326630406,0,0,0,1,1
t982,-0.005735649046424633,1,0,0,1,0
